Item_desp,pay_num,category
CATERING - BREAKFAST X 6 PEOPLE X 28 DAYS,4200,CATERING - BREAKFAST X 6 PEOPLE X 28 DAYS
CATERING - DINNER / SUPPER X 6 PEOPLE X 28 DAYS,15960,CATERING - DINNER / SUPPER X 6 PEOPLE X 28 DAYS
CATERING - LUNCH X 6 PEOPLE X 28 DAYS,15960,CATERING - LUNCH X 6 PEOPLE X 28 DAYS
Catering for Homeless people,0,Catering for Homeless people
Catering for NATJOINTS Covid-19 Deployment at SARB,226527,Catering for NATJOINTS Covid-19 Deployment at SARB
CATERING:DEPARTML ACTIVITIES,106650,CATERING:DEPARTML ACTIVITIES
"CATHETER,ARTERIAL",0,"CATHETER,ARTERIAL"
"CATHETER,EMBOLECTOMY",0,"CATHETER,EMBOLECTOMY"
"CATHETER,PACING",0,"CATHETER,PACING"
"CATHETER,URETHRAL",0,"CATHETER,URETHRAL"
"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 3",0,"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 3"
"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 5",0,"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 5"
"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 6",0,"CATHETER,URETHRAL CATHETER EMBOLECTOMY, FOGARTY, SIZE 6"
CELLOTAPE/BUFF TAPE/ AND OR DISPENCER,44690,CELLOTAPE/BUFF TAPE/ AND OR DISPENCER
CENTRAL MEDICAL,3900,CENTRAL MEDICAL
Central station dual display ICU monitor,0,Central station dual display ICU monitor
"Central station ICU monitor ""Drager""",0,"Central station ICU monitor ""Drager"""
CHAIR,0,CHAIR
Chairs for isolation room,398,Chairs for isolation room
"CHAMBER,MEDICAL",0,"CHAMBER,MEDICAL"
Chicken & Toiletpaper,4494,Chicken & Toiletpaper
Chicken for Homeless,4159,Chicken for Homeless
CHICKEN LEGS BULK P/KG,31928,CHICKEN LEGS BULK P/KG
CHIRURGIESE MASKERS P/50,4200,CHIRURGIESE MASKERS P/50
CHLORGUARD BLEACH SANITISER X5L,0,CHLORGUARD BLEACH SANITISER X5L
Circuit vent Oxylog 3000 plus ventilator,0,Circuit vent Oxylog 3000 plus ventilator
Circuit ventil paed Drager Babylog VN500,0,Circuit ventil paed Drager Babylog VN500
Circuit ventilation adult Hamilton C2,242687,Circuit ventilation adult Hamilton C2
Circuit ventilator neonat Bellavista1000,48098,Circuit ventilator neonat Bellavista1000
Circuit ventilator neonatal CAESCAPER860,0,Circuit ventilator neonatal CAESCAPER860
Circuit ventilator paed Bellavista 1000,0,Circuit ventilator paed Bellavista 1000
Circuit ventilator paed w/out PEEP 15mm,0,Circuit ventilator paed w/out PEEP 15mm
"CIRCUIT,ANAESTHETIC",0,"CIRCUIT,ANAESTHETIC"
"CIRCUIT,C P A P PAEDIATRIC",0,"CIRCUIT,C P A P PAEDIATRIC"
"CIRCUIT,VENTILATOR,MEDICAL",0,"CIRCUIT,VENTILATOR,MEDICAL"
Clamps bedside rail Hybase 8500 460kg,0,Clamps bedside rail Hybase 8500 460kg
CLEANER,0,CLEANER
CLEANER HIGH PRESSURE,34336,CLEANER HIGH PRESSURE
Covid19: Automatic Sanitiser Dispensor,4213,dispenser
"Automated / sensor hand sanitiser dispensors @ R2 600,00 /dispensor (JHBE19/266-Quote  1 dd 24/04/2020)",85800,dispenser
"Cleaner,Surface Multipurpose",469955,"Cleaner,Surface Multipurpose"
CLEANING  LAUNDRY SERVICES,0,CLEANING  LAUNDRY SERVICES
"Automated/ sensor hand sanitizer dispensers (touch free) (adherence to SANS 490) @ R2 600,00 / dispenser",15600,dispenser
Cleaning cloth rolls,1461,Cleaning cloth rolls
CLEANING DETERGENTS,1367909,CLEANING DETERGENTS
Cleaning gloves,1362,Cleaning gloves
Cleaning hygiene serv equip & deep clean,0,Cleaning hygiene serv equip & deep clean
Cleaning Mat Hand sanitizers,23023,Uncategorized sanitisers
Cleaning Material,0,Cleaning Material
CLEANING MATERIALS,3891414,CLEANING MATERIALS
CLEANING OF CARPETS AND CHAIRS,7499,CLEANING OF CARPETS AND CHAIRS
Cleaning Products,5532,Cleaning Products
"Automated/ sensor hand sanitizer dispensers (touch free) (adherence to SANS 490);  @ R2 600,00/ dispenser JHBE19/266-Quote  2 dd 01 June 2020",218400,dispenser
CLEANING SERVICES,4261070,cleaning services
Automatic Dispenser,94185,dispenser
Deep cleaning services,0,cleaning services
"AUTOMATIC HAND SANITISER DISPENSER WITH STAND ; R125,00 / dispenser; JHBE19/266-Quote  2 dd 01 June 2020",13800,dispenser
Covid-19 - Foot operated sanitising dispensers,214720,dispenser
Floor Standing Manual Foot-Press Sanitizer Dispensers,85053,dispenser
Foot Pedal Sanitiser Dispenser,15600,dispenser
Manual toilet seat cleaner dispenser ; @ R1150 / dispenser; JHBE19/266-Quote  2 dd 01 June 2020,138000,dispenser
PPE026 Automated sanitiser dispensers,5787863,dispenser
PPE027 Manual sanitiser dispensers,47142843,dispenser
Purchase of Hand Sanitizers Dispensers,2717,dispenser
Sanitizer dispenser,64170,dispenser
Wall Mounted Automatic Hand Sanitizer Dispensers,469248,dispenser
Wall Mounted Manual Foot-Press Sanitizer Dispensers,340816,dispenser
Food Parcel,24614015,Food parcels
Non-PPE Covid 19 Related Spend - Food parcels,8623378,Food parcels
Procurement of Food Parcels for COVID 19 relief program,18696,Food parcels
2x Boxes Surgical Gloves,450,gloves
BLUE NITRILE GLOVES,870,gloves
Blue vinyl gloves,1990,gloves
BOX GLOVES MEDIUM,2588,gloves
BOX GLOVES SMALL,2588,gloves
BOXES GLOVES LARGE,2576,gloves
BOXES GLOVES MEDIUM,1725,gloves
BOXES GLOVES X-LARGE,978,gloves
COVID-19 Disinfection Gloves,81535,gloves
COVID-19 Gloves,690000,gloves
COVID19 LATEX GLOVES BOX OF 100,117275,gloves
COVID19 LATEX GLOVES BOX OF 50,29000,gloves
Disposable surgical gloves,4950,gloves
Glove exam t/1 latex small ambidextrous,503125,gloves
Glove exam type 1 large latex ambidex,181670,gloves
GLOVE NITRILE P/F - MEDIUM 100'S,1677,gloves
GLOVE NITRILE P/F -SMALL 100'S,1677,gloves
Glove surgical type 1 sterile size: 6,168534,gloves
Glove surgical type 1 sterile size: 7,325832,gloves
Gloves -,200000,gloves
Cleaning Services and PPE,0,Cleaning Services and PPE
Cleaning wipes,0,Cleaning wipes
CLEAR BAGS 250'S,3492,CLEAR BAGS 250'S
CLOSED SUCTION UNIT SIZE F14,0,CLOSED SUCTION UNIT SIZE F14
CLOTH,0,CLOTH
Gloves - Heavy duty,85600,gloves
Cloth Face Masks,0,cloth masks
Cloth Face Masks - Head Office,0,cloth masks
Gloves - Surgical & Examination  - Nitrile Rubber Latex,25663,gloves
Gloves box (100) meduim and large,790500,gloves
GLOVES DISPOSABLE MEDIUM,2608,gloves
Cloths,150,Cloths
Cluff & connect adult b/press monitor,0,Cluff & connect adult b/press monitor
Cluff & connect child b/press monitor,0,Cluff & connect child b/press monitor
COLTH WASHABLE MASK,0,cloth masks
Comfort Face Shields,0,Visor / Face Shield
Commodity / Description of Services,0,Commodity / Description of Services
Compliance Covid 19 OHS,4680,Compliance Covid 19 OHS
Gloves gammex powder-free amt size8 5,709899,gloves
Consulthing: Covid-19 and Legal Compliance on OHS - JUL 2021,29484,Consulthing: Covid-19 and Legal Compliance on OHS - JUL 2021
CONSULTIMNG ON COVID-19,11250,CONSULTIMNG ON COVID-19
Consulting Covid 19 and Legal Compliance on OHS for March 2021,41496,Consulting Covid 19 and Legal Compliance on OHS for March 2021
Consulting on Covid,20766,Consulting on Covid
CONSULTING ON COVID -19  FOR SEPTEMBER 2020,13494,CONSULTING ON COVID -19  FOR SEPTEMBER 2020
CONSULTING ON COVID 19,24960,CONSULTING ON COVID 19
CONSULTING ON COVID 19 & OHS COMPLIANCE,29640,CONSULTING ON COVID 19 & OHS COMPLIANCE
Consulting on Covid 19 and OHS Compliance,20046,Consulting on Covid 19 and OHS Compliance
CONSULTING ON COVID- 19 FOR JULY 2020,31824,CONSULTING ON COVID- 19 FOR JULY 2020
Consulting on Covid-19 and Legal Compliance,21528,Consulting on Covid-19 and Legal Compliance
CONSULTING ON COVID-19 AUGUST 2020,31824,CONSULTING ON COVID-19 AUGUST 2020
Consulting: Covid-19 and Legal Compliance on OHS - AUG 2021,29640,Consulting: Covid-19 and Legal Compliance on OHS - AUG 2021
Consulting: Covid-19 and Legal Compliance on OHS for May 2021,29328,Consulting: Covid-19 and Legal Compliance on OHS for May 2021
Container infectious waste box 140l,123000,Container infectious waste box 140l
Containers,0,Containers
Contigency at 7.5%,2054,Contigency at 7.5%
COOKING OIL 750ML,227880,COOKING OIL 750ML
Cooler box WS polysterene,2849,Cooler box WS polysterene
COSAT HS,4590,COSAT HS
"COT,HOSPITAL  CHILD",0,"COT,HOSPITAL  CHILD"
Cotton wool absorb balls 500g type 2 med,14448,Cotton wool absorb balls 500g type 2 med
COUCH,0,COUCH
Couch examination with tilting backrest,0,Couch examination with tilting backrest
Counselling services for employees,0,Counselling services for employees
COURIER COSTS,1050,COURIER COSTS
"Cover for mattress bed/cot ""C-124""",0,"Cover for mattress bed/cot ""C-124"""
cover mattress  bed,0,cover mattress  bed
"Cover mattress ""Durafoam mattress cover""",0,"Cover mattress ""Durafoam mattress cover"""
Cover mattress adjust hosp bed water res,0,Cover mattress adjust hosp bed water res
Cover shoe theatre one size cotton green,0,Cover shoe theatre one size cotton green
Cover shoe theatre one size fit all blue,45000,Cover shoe theatre one size fit all blue
Cover trolley mortuary,0,Cover trolley mortuary
Coverall,0,Coverall
Coveralls,238572,Coveralls
Coveralls dust coat size 48 long sleeves,0,Coveralls dust coat size 48 long sleeves
Coveralls dust coat sz40 buttons cotton,0,Coveralls dust coat sz40 buttons cotton
Coveralls dust coat sz42 buttons cotton,0,Coveralls dust coat sz42 buttons cotton
Coveralls dust coat sz46 buttons cotton,0,Coveralls dust coat sz46 buttons cotton
Coveralls dust coat sz54 buttons cotton,0,Coveralls dust coat sz54 buttons cotton
Coveralls EMS 2 piece medium navy blue,0,Coveralls EMS 2 piece medium navy blue
COVERALLS NON-WOVEN WHITE DISPOSABLE,5000,COVERALLS NON-WOVEN WHITE DISPOSABLE
Coveralls Reusable,32026,Coveralls Reusable
Gloves heavy duty pvc wrist length,178820,gloves
Gloves Non- Sterile (Large),1858,gloves
Gloves Non- Sterile (Medium),464,gloves
Gloves surgeons biogel latex size 7 5,12551,gloves
COVID 054 SANITIZER PADEL STAND,28750,COVID 054 SANITIZER PADEL STAND
COVID 19 - PPE,0,COVID 19 - PPE
COVID 19 - waste Bin,0,COVID 19 - waste Bin
COVID 19 AWARENESS & INFORMATION STRATEGY CAMPAIGN 9-10 JUNE 2020,90000,COVID 19 AWARENESS & INFORMATION STRATEGY CAMPAIGN 9-10 JUNE 2020
Covid 19 Consultation,34632,Covid 19 Consultation
COVID 19 Tape,262,COVID 19 Tape
Covid overall,8940,Covid overall
COVID Safety Stencils,696,COVID Safety Stencils
COVID-19 Clear Perspex Screen,352716,COVID-19 Clear Perspex Screen
GLOVES SURGICAL  100'S,2580,gloves
"Gloves, sterile",42325,gloves
Covid-19 Empty 1L and 500ml bottles,79159,Covid-19 Empty 1L and 500ml bottles
COVID-19 Face Shield,0,Visor / Face Shield
Covid-19 Fogging machines,32000,Covid-19 Fogging machines
COVID-19 FOGGING TREATMENT,5463,COVID-19 FOGGING TREATMENT
"GLOVES,DISPOSABLE , NON-STERILE, LATEX FREE, LARGE",180,gloves
COVID-19 PPE & F10 DISINFECTANT,0,COVID-19 PPE & F10 DISINFECTANT
Covid-19 Printing of Social Distancing Markings,66413,Covid-19 Printing of Social Distancing Markings
Covid-19 Protection Screens Traffic Office,565,Covid-19 Protection Screens Traffic Office
Covid-19 Protective Gear Goggles,57443,Covid-19 Protective Gear Goggles
COVID-19 Quarantine Sites,0,COVID-19 Quarantine Sites
COVID-19 Screen_Maizey plastics,0,COVID-19 Screen_Maizey plastics
COVID-19 screens,0,COVID-19 screens
covid-19 SITE rules signs,0,covid-19 SITE rules signs
"GLOVES,SURGEONS POWDER FREE SIZE 6.0",37728,gloves
"GLOVES,SURGEONS VULCO POWDER FREE SIZE 7.0",328307,gloves
Covid-19 testing,850,Covid-19 testing
Covid19 Awareness Campaign,30000,Covid19 Awareness Campaign
"GLOVES,SURGEONS VULCO POWDER FREE SIZE 7.5",561780,gloves
"GLOVES,SURGEONS VULCO POWDER FREE SIZE 8.0",59233,gloves
HAND GLOVE NITRILE,3519,gloves
COVID19 SCREENS FOR STAFF,29400,COVID19 SCREENS FOR STAFF
COVID19-DECON  OAKHURST GIRLS PS,799,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
COVID19-DECON AT HOLY CROS RC PS,850,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
HAND GLOVES,505562,gloves
CPAP,0,CPAP
"Create a monthly report on Covid procurement based on Annexure E- monthly, reporting on Covid 19 experienced 2020/08/26",2246,"Create a monthly report on Covid procurement based on Annexure E- monthly, reporting on Covid 19 experienced 2020/08/26"
CTG Machine,0,CTG Machine
Cuff adult monitor basic Edan iM60 PM,0,Cuff adult monitor basic Edan iM60 PM
Cuff adult monitor desktop Biolight V6,0,Cuff adult monitor desktop Biolight V6
Cuff adult monitor desktop GE V100,0,Cuff adult monitor desktop GE V100
Cuff adult monitor on stand Biolight V6,0,Cuff adult monitor on stand Biolight V6
Cuff blood pressure adult ECG monitor,0,Cuff blood pressure adult ECG monitor
Cuff neonat monitor stand Contec CMS5100,0,Cuff neonat monitor stand Contec CMS5100
Cuff paed monitor desktop Biolight V6,0,Cuff paed monitor desktop Biolight V6
Cuff paed monitor desktop GE V100,0,Cuff paed monitor desktop GE V100
Cuff paed monitor trolley Biolight V6,0,Cuff paed monitor trolley Biolight V6
Cuff paed monitor trolley Creative PC900,0,Cuff paed monitor trolley Creative PC900
Cuff paed monitor trolley Mindray VS800,0,Cuff paed monitor trolley Mindray VS800
"CUP,DISPOSABLE CUPS FOAM WITH LIDS 175 ML",0,"CUP,DISPOSABLE CUPS FOAM WITH LIDS 175 ML"
Curtain screen bedside 370 x 185cm,0,Curtain screen bedside 370 x 185cm
CYLINDER,560036,CYLINDER
Cylinder oxygen medical 2 8kg,10074,Cylinder oxygen medical 2 8kg
"CYLINDER,LAB OXYGEN MEDICAL CYLINDER 10.2KG",67037,"CYLINDER,LAB OXYGEN MEDICAL CYLINDER 10.2KG"
HAND GLOVES (MEDICAL),713038,gloves
Heavy duty gloves,11200,gloves
D/CELL BAT PP 9V,88,D/CELL BAT PP 9V
Date:,0,Date:
Daveyton M/C-154230--Cleaning & Decontamination of bacteria and viruses to all suspected of infesction,0,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
DECO AT ATHWOOD PS,1192,DECO AT ATHWOOD PS
DECO AT EROS SPECIAL SCHOOL,1093,DECO AT EROS SPECIAL SCHOOL
DECO AT NORMA ROAD PS,1800,DECO AT NORMA ROAD PS
DECON @ WESLEY PRACTISING SCHOO,997,Other fumigation/disinfecting/decontamination/sanitizing/fogging/deep cleaning
HEAVYDUTY CHEMICAL GREEN NITRILE GLOVES @ R29.50 / Glove,59000,gloves
"Heavyduty chemical green nitrile gloves for 300 gloves @ R29,50 each",10178,gloves
KRUTEX EXAMINATION GLOVES P/100,318,gloves
LATEX GLOVES,53500,gloves
LATEX NON STERILE EXAMINATION GLOVES MEDIUM 100/BOX,2600,gloves
LATEX NON STERILE EXAMINATION GLOVES SMALL 100/BOX,2600,gloves
Latex Powdered Gloves Large,2591,gloves
LATEX SURGICAL GLOVES MEDIUM PAIR BOX 50,1708,gloves
Niteriele Type 2 Gloves,9200,gloves
PPE015 Non-sterile examination gloves,315850671,gloves
PPE015 Non-sterile examinationgloves,28750,gloves
PPE015 Non-sterileexamination gloves,14000,gloves
Deep cleaning  Magistrate office: Gert Sibande cluster 1,0,Deep cleaning  Magistrate office: Gert Sibande cluster 1
Deep cleaning  Magistrate office: Gert Sibande cluster 2,0,Deep cleaning  Magistrate office: Gert Sibande cluster 2
PPE016 Sterile examination or surgical gloves,85720124,gloves
RED BLACK NITRILE COAT GLOVE,5052,gloves
Red black nitrile coat gloves,1684,gloves
RED PVC RUBBER GLOVES,2500,gloves
Deep cleaning  Magistrate office: Nkangala Cluster 2,0,Deep cleaning  Magistrate office: Nkangala Cluster 2
"Supply of disposable powder free Latex gloves @ R175,00 / latex glove",52500,gloves
"Supply of disposable powder free Latex gloves @ R175,00/unit (JHBE19/266-Quote  1 dd 24/04/2020)",21000,gloves
"Supply of disposable powder free Latex gloves for 300 boxes @ R175,00/box",60375,gloves
Defibrillator 3 - lead ECG,0,Defibrillator 3 - lead ECG
Defibrillator AED,0,Defibrillator AED
DEFIBRILLATOR MACHINE,0,DEFIBRILLATOR MACHINE
Defibrillator monitor heart XL biphasic,0,Defibrillator monitor heart XL biphasic
Defibrillator montr 3lead Ecg RT4-05-077,0,Defibrillator montr 3lead Ecg RT4-05-077
Defibrillator pads adult-110cm,0,Defibrillator pads adult-110cm
Defibrillator patient monitoring and AED,0,Defibrillator patient monitoring and AED
Defibrillator Sp02 pacing  Minderay Bene,0,Defibrillator Sp02 pacing  Minderay Bene
Defibrillator Sp02 pacing Lifepack LP,0,Defibrillator Sp02 pacing Lifepack LP
Defibrillator Sp02 pacing Mindray Bene,0,Defibrillator Sp02 pacing Mindray Bene
DEFIBRILLATOR WITH PACING,0,DEFIBRILLATOR WITH PACING
"Defibrillator, AED",0,"Defibrillator, AED"
"Defibrillator, complete with SpO2 and pacing",0,"Defibrillator, complete with SpO2 and pacing"
"Defibrillator, with SpO2 and pacing",0,"Defibrillator, with SpO2 and pacing"
Defribrilator,0,Defribrilator
Deleted,0,Deleted
Delico Chicken Legs,3466,Delico Chicken Legs
DELICO CHICKEN LEGS BULK P/KG,27377,DELICO CHICKEN LEGS BULK P/KG
"DELIVERY , AND INSTALLATION COSTS -Fibre Installation",1584,"DELIVERY , AND INSTALLATION COSTS -Fibre Installation"
DELIVERY COSTS,10340,DELIVERY COSTS
DELIVERY TO PIKETBERG,1208,DELIVERY TO PIKETBERG
Demarcation sello tape,1920,Demarcation sello tape
DEPOSBLE OVERRALLS,29831,DEPOSBLE OVERRALLS
DESK OFFICE,0,DESK OFFICE
DESK SHIELD 1000 X 750,4707,DESK SHIELD 1000 X 750
Desk Shields,72150,Desk Shields
DESK SHIELDS 1000X750,216450,DESK SHIELDS 1000X750
DESK/ COUNTER SCREENS,6004304,DESK/ COUNTER SCREENS
Detergent disinfectant quaternary 5L,0,Detergent disinfectant quaternary 5L
"Supply of disposable powder free Latex gloves; @ R175,00 / box of gloves; JHBE19/266-Quote  2 dd 01 June 2020",7000,gloves
Detergent hand wash light duty 5l,0,Detergent hand wash light duty 5l
Detergent-disinfectant germicidal 25l,0,Detergent-disinfectant germicidal 25l
Detergent-disinfectant type I liquid 1L,0,Detergent-disinfectant type I liquid 1L
Detergent-disinfectant type II liquid 5L,0,Detergent-disinfectant type II liquid 5L
Dettol,120,Dettol
"Supply of disposable powder free Latex gloves; @ R175,00 / gloves; JHBE19/266-Quote  2 dd 01 June 202",3500,gloves
DGENERAL PURPOSE DISINFECTATNT SURFACECES 25L,0,DGENERAL PURPOSE DISINFECTATNT SURFACECES 25L
DIAGNOSTIC KIT,0,DIAGNOSTIC KIT
DIAGNOSTIC KIT DIAGNOSTIC SET WALL MOUNTED WELCH ALLYN 767,0,DIAGNOSTIC KIT DIAGNOSTIC SET WALL MOUNTED WELCH ALLYN 767
Diagnostic set wall mounted 3.5 volt,0,Diagnostic set wall mounted 3.5 volt
"Diagnostic set, portable",0,"Diagnostic set, portable"
Dialysis machine,0,Dialysis machine
DIAPER (NAPPY),0,DIAPER (NAPPY)
DIETARY SUPPLEMENT,0,DIETARY SUPPLEMENT
Digital mobile X-Ray,0,Digital mobile X-Ray
Digital Mobile X-ray machine,0,Digital Mobile X-ray machine
SURGICAL GLOVES,35259,gloves
DINAMAP MACHINE,0,DINAMAP MACHINE
Dinning/kitchen  table  with 6 seaters,0,Dinning/kitchen  table  with 6 seaters
DISH CLOTH / MICROFIBER,215406,DISH CLOTH / MICROFIBER
Dishwasher 750ML,0,Dishwasher 750ML
DISHWASHER LIQUID/ WASH & WAX,2380,DISHWASHER LIQUID/ WASH & WAX
SURGICAL GLOVES (4 BOXES),1104,gloves
SURGICAL GLOVES 100 GLOVES/BOX,11040,gloves
SURGICAL GLOVES 4 BOXES,3600,gloves
SURGICAL GLOVES LARGE X LARGE,1350,gloves
"DISINFECTANT ,5LT",0,"DISINFECTANT ,5LT"
Disinfectant 5l,0,Disinfectant 5l
"SURGICAL GLOVES, LATEX POWDER FREE 100/BOX",1300,gloves
Disposable Gowns,196250,gown
Disinfectant F10 aerosol fogger 500ml,0,Disinfectant F10 aerosol fogger 500ml
Gown dressing patient 2XL l/sleeve,316000,gown
Gown dressing patient 3XL l/sleeve,124000,gown
Gown dressing patient large l/s blue,114995,gown
DISINFECTANT SANITIZER 1LRT COVID-19,0,DISINFECTANT SANITIZER 1LRT COVID-19
Gown for men large according to spec,1937440,gown
Gown high risk infection control x-large,992106,gown
"Disinfectant solution  500ml ""Surfacide""",0,"Disinfectant solution  500ml ""Surfacide"""
Gown high risk infection xx-large,123450,gown
GOWN ISOLATION (COVID-19),27601300,gown
