Supplier_name,CSD_Registration_No,pay_num,No_of_orders,order_num,Count_of_institutions_serviced,Director
ADOBO HOLDINGS,MAAA0600392,86512,1,86512.5,1,SCHUTTE MANDY-JEAN
ADOBO HOLDINGS,MAAA0600392,86512,1,86512.5,1,SENNA GAOLATLHE DENNIS
ADOHANISE SUPPLIERS AND SERVICES,MAAA0081086,28650,1,28650,1,HANISE ANDILE
ADOSI HOLDINGS,MAAA0496598,252000,1,252000,1,MTSWENI KARABO AYANDA
ADRIAN CLARKE SAULS,MAAA0849688,59796,3,39864,3,SAULS ADRIAN CLARKE
ADSACTIVE,MAAA0044214,3400,2,3400,2,STANFORD EUGENE
ADULLAM HOLDINGS,MAAA0003724,47385,3,47385,3,KHOZA MOSES PATRICK
Adv. Mthokozisi Msweli,MAAA0057720,81658.75,1,520,1,MSWELI MTHOKOZISI
ADVANCED INTEGRATED PEST MANAGEMENT,MAAA0142575,18975,1,18975,1,POTTAS KEAGAN
ADVANCED TRADING AND LOGISTICS,MAAA0944480,1994.85,1,0,1,MALUHWALO WENDY
ADVANTAGE AUDIT CONSULT AND TRAIN,MAAA0033169,85580,1,85580,1,BEIER HANS WOLFGANG
ADVANTAGE AUDIT CONSULT AND TRAIN,MAAA0033169,85580,1,85580,1,FLEETWOOD HENRY ALAN
ADVANTAGE AUDIT CONSULT AND TRAIN,MAAA0033169,85580,1,85580,1,JOUBERT MARTHINUS CASPER NAUDE
ADZANI PROJECTS,MAAA0959912,42680,1,42680,1,SITHOLE WELCOME DANIEL
AE SOFT,MAAA0005786,233844.22,3,233844.22,3,LEKOENEA TEBOHO DAVID
AE SOFT,MAAA0005786,233844.22,3,233844.22,3,LESHOAI KABO MOLAPI
AE SOFT,MAAA0005786,233844.22,3,233844.22,3,OWHIN JAQUALINE JOYCE
AE SOFT,MAAA0005786,233844.22,3,233844.22,3,SCHACHAT BARRY
AE SOFT,MAAA0005786,233844.22,3,233844.22,3,SMOOK HILLEYLA
AE SOFT,MAAA0005786,233844.22,3,233844.22,3,SMOOK JACOBUS JOHANNES
AE SOFT,MAAA0005786,233844.22,3,233844.22,3,VAN SCHALKWYK DEIRDRE
AEC-AMERSHAM,MAAA0041952,0.72,19,268350.14,19,EBOKA TINA NOLUTHANDO MANCHANA
AEC-AMERSHAM,MAAA0041952,0.72,19,268350.14,19,HAWADI PRECIOUS FAITH
AEC-AMERSHAM,MAAA0041952,0.72,19,268350.14,19,TSHETLHANE MAPULA RAHAB
AECI,MAAA0214503,8996.6,5,8996.6,5,DEMPSTER GRAHAM WAYNE
AECI,MAAA0214503,8996.6,5,8996.6,5,DLUDLU FIKILE FELICITY TEBOGO
AECI,MAAA0214503,8996.6,5,8996.6,5,DYTOR MARK ANTHONY
AECI,MAAA0214503,8996.6,5,8996.6,5,FUPHE ZELLAH
AECI,MAAA0214503,8996.6,5,8996.6,5,GOMWE GOOFREY
AECI,MAAA0214503,8996.6,5,8996.6,5,KATHAN KAMLASAGARIN MARK
AECI,MAAA0214503,8996.6,5,8996.6,5,MOKHELE KHOTSO DAVID KENNETH
AECI,MAAA0214503,8996.6,5,8996.6,5,MOLAPO JONATHAN
AECI,MAAA0214503,8996.6,5,8996.6,5,MORGAN ALLEN JOHN
AECI,MAAA0214503,8996.6,5,8996.6,5,RAMASHIA RAMS
AECI,MAAA0214503,8996.6,5,8996.6,5,ROETS ANNA MARGARETHA
AECI,MAAA0214503,8996.6,5,8996.6,5,SIBIYA PHILISIWE GUGULETHU
AEN CONSULTANTS,MAAA0016700,0,3,5718.04,3,DANILE BAKHULULE
AFAI CONQUERS SERVICES,MAAA0348020,0,1,0,1,BOOI ASANDA OLITHA
AFFMED,MAAA0129373,0,4,946067.33,4,LO NING DEANE RICHARD
AFFMED,MAAA0129373,0,4,946067.33,4,VICENTE LILIA SARAIVA
AFFMED,MAAA0129373,0,4,946067.33,4,WILLIAMS CRAIG STEWART
AFFRODIZZYACTS,MAAA0806704,211542.5,1,211542.5,1,
AFMS GROUP,MAAA0000502,206166.98,8,206166.98,8,CHETTY RONALD
AFMS GROUP,MAAA0000502,206166.98,8,206166.98,8,CHETTY RONALD JOSEPH
AFMS GROUP,MAAA0000502,206166.98,8,206166.98,8,DUBASE CORNELIUS ZILINGENE
AFMS GROUP,MAAA0000502,206166.98,8,206166.98,8,Gordon RICHARD PATRICK
AFMS GROUP,MAAA0000502,206166.98,8,206166.98,8,HENDRICKS LYDIA NORMA
AFMS GROUP,MAAA0000502,206166.98,8,206166.98,8,LOUW JAMIE OSCAR
AFMS GROUP,MAAA0000502,206166.98,8,206166.98,8,MACDOUGALL MAJA SUSANNE
AFMS GROUP,MAAA0000502,206166.98,8,206166.98,8,RAMSAMMY SUE-ANNE CELEST JENELLE
AFMS GROUP,MAAA0000502,206166.98,8,206166.98,8,RANGER GRANT ROBERT
AFODIAS77,MAAA0472983,99380,6,99380,6,AFONSO MATEUS LOPES
AFRI VISION COMMUNICATIONS,MAAA0588457,491625,1,491625,1,NJILO PHUMLANI
AFRI VISION COMMUNICATIONS,MAAA0588457,491625,1,491625,1,RUTHNAM DEON
AFRI ZIP TRADING,MAAA0675707,451012,3,451011.77,3,MAGOBA FATHIR
AFRI ZONKE ENTERPRISES,MAAA0539054,30000,1,30000,1,JAGERNATH PRASHEEN
AFRI ZONKE ENTERPRISES,MAAA0539054,30000,1,30000,1,JAGERNATH RASHMIKA
AFRIBOOM,MAAA0093362,44827.63,3,44827,3,MAIBILA TEMBA TSHIPOKO
AFRIBOOM,MAAA0093362,44827.63,3,44827,3,PADAYACHEE VELOSHINI
AFRIBOOM,MAAA0093362,44827.63,3,44827,3,PIENAAR JOHANNES ANDRIES
AFRIBOOM,MAAA0093362,44827.63,3,44827,3,SOPHAZI MBULELO
AFRIBOOM,MAAA0093362,44827.63,3,44827,3,VAN DER WESTHUIZEN PIETER JACOB
AFRIBUKAMOSO,MAAA0867532,520000,1,520000,1,MULIBANA FHULUFHELO MILDRED
AFRICA BESPOKE APPAREL,MAAA0611171,0,1,3863370,1,DITODI GUGU YVONNE YOLANDE
AFRICA BESPOKE APPAREL,MAAA0611171,0,1,3863370,1,GOVENDER JUSTIN
AFRICA BESPOKE APPAREL,MAAA0611171,0,1,3863370,1,MADDOCKS JOHNINE WINSOME ELSIE
AFRICA BESPOKE APPAREL,MAAA0611171,0,1,3863370,1,MBANJWA Sizwe Knowledge
AFRICA BESPOKE APPAREL,MAAA0611171,0,1,3863370,1,NTOMBELA MLUNGISI
AFRICA X-RAY INDUSTRIAL AND MEDICAL,MAAA0006679,530555.32,3,2030555.32,3,FATAAR LORRAINE THERESA
AFRICA X-RAY INDUSTRIAL AND MEDICAL,MAAA0006679,530555.32,3,2030555.32,3,GOLDBERG MAX PETER
AFRICA X-RAY INDUSTRIAL AND MEDICAL,MAAA0006679,530555.32,3,2030555.32,3,TRAPPITT ALAN ERNEST
AFRICAN COMPASS TRADING 307,MAAA0018962,26753.97,4,62089.88,4,VAN DER WESTHUIZEN JOHANNES GYSBERT CHRISTIAAN
AFRICAN COMPASS TRADING 37,MAAA0121475,0,1,26400,1,Faku KHUTHALA
AFRICAN CORPORATE CLEANING,MAAA0395458,34203.3,36,81838.7,36,GREEN GAVIN BRETT
AFRICAN CORPORATE CLEANING,MAAA0395458,34203.3,36,81838.7,36,GREEN SARITA NATASHA
AFRICAN CORPORATE CLEANING,MAAA0395458,34203.3,36,81838.7,36,MAQINA BANDILE CHUMANI
AFRICAN DAWN 10,MAAA0828760,23000,1,23000,1,EDWARD LORRAINE
AFRICAN DAWN 10,MAAA0828760,23000,1,23000,1,EDWARD TREVOR ARNOLD
AFRICAN FOOD LOVERS RESTAURANT,MAAA0396569,139.97,2,139.97,2,XATISA YANGA
AFRICAN HEALTH CONSULTANCY,MAAA0832099,8050,1,8050,1,MANUEL BRUCE PATRICK
AFRICAN LINK TOURISM,MAAA0441848,154,1,154,1,BHOOLA GUMTHEE
AFRICAN MEDIUMS HOLDINGS,MAAA0671410,8797.5,1,8797.5,1,BABULALL NIRVASH
AFRICAN MEDIUMS HOLDINGS,MAAA0671410,8797.5,1,8797.5,1,GAMSAN DHARAMPPAUL
AFRICAN MEDIUMS HOLDINGS,MAAA0671410,8797.5,1,8797.5,1,GOVENDER GONAM
AFRICAN MEDIUMS HOLDINGS,MAAA0671410,8797.5,1,8797.5,1,NAIDOO VASANTHA
AFRICAN MEDIUMS HOLDINGS,MAAA0671410,8797.5,1,8797.5,1,PREMCHUND RAJESH
AFRICAN MUSICAL INSTRUMENTS,MAAA0021305,0,1,0,1,CARVER CHRISTIAN PETER
AFRICAN MUSICAL INSTRUMENTS,MAAA0021305,0,1,0,1,TRACEY ANDREW TRAVERS NORMAN
AFRICAN NT ENTERPRISES,MAAA0783840,499.83,1,499.2,1,RAMOTHIBE TSHEPO NICK
AFRICAN OXYGEN,MAAA0078110,17496942.19,285,70895676.2,285,FAKUDE VICTORIA NOLITHA
AFRICAN OXYGEN,MAAA0078110,17496942.19,285,70895676.2,285,GWAGWA NOLULAMO NOMBAMBISWANO
AFRICAN OXYGEN,MAAA0078110,17496942.19,285,70895676.2,285,LILA QANGULE NOMFUNDO VUYISWA
AFRICAN OXYGEN,MAAA0078110,17496942.19,285,70895676.2,285,MOKHELE KHOTSO DAVID KENNETH
AFRICAN OXYGEN,MAAA0078110,17496942.19,285,70895676.2,285,Strauss GUILLEAN JOHANN
AFRICAN OXYGEN,MAAA0078110,17496942.19,285,70895676.2,285,VENTER SCHALK MARTHINUS
AFRICAN OXYGEN,MAAA0078110,17496942.19,285,70895676.2,285,WELLS CHRISTOPHOR FRANK
AFRICAN PONCHO,MAAA0842068,454889.2,27,460189.2,27,Phetoane REALEBOGA MPELEGENG
AFRICAN WILDWAVES,MAAA0727243,395100,3,12650,3,Maharaj IAN
AFRIGROWTH INVESTMENTS,MAAA0880656,317232,2,317232,2,JOEL KATLEGO
AFRIGROWTH INVESTMENTS,MAAA0880656,317232,2,317232,2,MAGOMA NDOWISENI PRINCE
AFRIKA 4 M S,MAAA0969091,12600,2,12600,2,SENTANE SHEPHERD MKHUSELI
AFRIKAINVEST,MAAA0499426,0,1,0,1,MOGAFE MAPULE
AFRIKAINVEST,MAAA0499426,0,1,0,1,RABORIFI SOERE JOEL
AFRIKAINVEST,MAAA0499426,0,1,0,1,SHILUBANE FRANK
AFRIKAS PLUMBER,MAAA0329581,241695.09,3,253490,3,BENYA AYABONGA
AFRILEKTRON,MAAA0753075,7435,1,7435,1,HADEBE THOBILE NOKUTHULA
AFRIMED BUSINESS SOLUTIONS,MAAA0027189,1293000,6,21000,6,MALIGANA NDIDZULAFHI GILBERT
AFRIPAM HOLDINGS,MAAA0386755,0,1,12000000,1,DUMA SIYABONGA MLUNGISI LAWRENCE
AFRISHORE LIFTING AND RIGGING,MAAA0305841,341059.5,7,341059.5,7,CROZIER SHAUN
AFRISHORE LIFTING AND RIGGING,MAAA0305841,341059.5,7,341059.5,7,KRIEL SHAUN POVEY
AFRISHORE LIFTING AND RIGGING,MAAA0305841,341059.5,7,341059.5,7,NCITHI NTOMBOXOLO NOMBUSO EUNICE
AFRISHORE LIFTING AND RIGGING,MAAA0305841,341059.5,7,341059.5,7,Schmidt SHIRLEY
AFRISIX,MAAA0392277,11937,1,17905.5,1,MACKENZIE INGRID MABEL HAZRAH
AFRISIX,MAAA0392277,11937,1,17905.5,1,VORSTER Werner
AFRITECH INSTRUMENTATION,MAAA0336482,18630,1,18630,1,Zitha MASHABELA CORNELIUS
AFRIWASTE GROUP,MAAA0458070,312294,2,312294,2,CESHEMBA PHUMEZA TEMPERANCE
AFRIWASTE GROUP,MAAA0458070,312294,2,312294,2,NDYAMARA AVIWE NTANDAZO
AFRO BRAND DESIGN AND ADVERTISING,MAAA0260679,148740,4,148740,4,NTSHUNTSHE KENNETH TONO
AFRO Z TRADING ENTERPRISE,MAAA0702481,72540,1,72540,1,MOTSHABI ZAKHELE IRVIN
AFROCENTRIC FASTPULSE EMPLOYEE BENEFIT SOLUTIONS,MAAA0684374,505316.43,3,0,3,BOONZAAIER JOHANNES WILLEM
AFROCENTRIC FASTPULSE EMPLOYEE BENEFIT SOLUTIONS,MAAA0684374,505316.43,3,0,3,EDWARD ANDREW CEDRIC
AFROCENTRIC FASTPULSE EMPLOYEE BENEFIT SOLUTIONS,MAAA0684374,505316.43,3,0,3,FAKIE SHAMILA
AFROCENTRIC FASTPULSE EMPLOYEE BENEFIT SOLUTIONS,MAAA0684374,505316.43,3,0,3,KELLY HAYDN MICHAEL
AFROCENTRIC FASTPULSE EMPLOYEE BENEFIT SOLUTIONS,MAAA0684374,505316.43,3,0,3,LE ROUX GABRIEL ANTONIE
AFROCENTRIC FASTPULSE EMPLOYEE BENEFIT SOLUTIONS,MAAA0684374,505316.43,3,0,3,MARAIS CHARL FRANCOIS
AFROCENTRIC FASTPULSE EMPLOYEE BENEFIT SOLUTIONS,MAAA0684374,505316.43,3,0,3,PEDERSEN ANTHONY BRUCE SEVERIN
AFROSPEX,MAAA0804344,131000,8,131000,8,OOSTHUIZEN GUSTAV
AFROSPICE,MAAA0019336,93496.25,3,93496.25,3,NAGADU RAVICHANDRAN
AFROSPICE,MAAA0019336,93496.25,3,93496.25,3,NAGADU SOLOMI
AFRO-ZONKE PROJECTS AND INVESTMENTS,MAAA0023413,193240.2,5,193240.2,5,MABUYA ERASMUS THOKOZANI
AFRO-ZONKE PROJECTS AND INVESTMENTS,MAAA0023413,193240.2,5,193240.2,5,MKHIZE STHEMBISO PAULOS
AG MEDICAL,MAAA0902717,2300000,1,2300000,1,DEONANDAN AVASHNA
AG MEDICAL,MAAA0902717,2300000,1,2300000,1,MOODLEY ANNELINE
AG MEDICAL,MAAA0902717,2300000,1,2300000,1,MOODLEY THESHEN
AGAFF TRADING,MAAA0025963,264285,4,264285,4,KASSIM ABDUL GAFFAR
AGANANG SEWING 777 CO-OPERATIVE LIMITED,MAAA0033908,0,1,19800,1,BONAKELE CYPRIAN FALITHENJWA
AGANANG SEWING 777 CO-OPERATIVE LIMITED,MAAA0033908,0,1,19800,1,LENGANA MAPITSO JERMINA
AGANANG SEWING 777 CO-OPERATIVE LIMITED,MAAA0033908,0,1,19800,1,MOFOKENG PAULINA
AGANANG SEWING 777 CO-OPERATIVE LIMITED,MAAA0033908,0,1,19800,1,MOLELEKENG NOMATYALA MARTHA
AGANANG SEWING 777 CO-OPERATIVE LIMITED,MAAA0033908,0,1,19800,1,RATLHOGO TSHUKUDUTSANE JOSEPH
AGAPE INNOVATIONS,MAAA0705924,5997,2,5997,2,GININDA NJABULO GIFT
AGAPETOS TRADING ENTERPRISE,MAAA0437426,14000,1,22000,1,NEPHAWE TAKALANI FRANCINAH
AGBL SUB SAHARA,MAAA0492933,0,2,0,2,ADAMS WASIEMA
AGILE MARKETING,MAAA0075360,496800,6,2980800,6,MNGUNI JOHN MGOBOBO
AGILE MINDS ENGINEERING GROUP,MAAA0629669,482062,14,482062,14,MNYAKA SIVIWE
AGISANANG WOMEN BUSINESS HOLDINGS,MAAA0702221,20347.6,2,20347.6,2,KHUTSHWANE LEA BOITSHEKO
AGISANANG WOMEN BUSINESS HOLDINGS,MAAA0702221,20347.6,2,20347.6,2,LENKWE NALEDI VERNA
AGISANANG WOMEN BUSINESS HOLDINGS,MAAA0702221,20347.6,2,20347.6,2,MOKOTEDI LEBOGANG LOUISA
AGISANANG WOMEN BUSINESS HOLDINGS,MAAA0702221,20347.6,2,20347.6,2,ROTO LESEGO PLEASURE
AGISANANG WOMEN BUSINESS HOLDINGS,MAAA0702221,20347.6,2,20347.6,2,TSHULE LEBOGANG LOUISA
AGISANANG WOMEN BUSINESS HOLDINGS,MAAA0702221,20347.6,2,20347.6,2,TSHULE PETRUS THABO
AGNES BANDA,MAAA0288003,8180,3,8180,3,BANDA AGNES
AGNES BANDA,MAAA0288003,8180,3,8180,3,STOFFELS Retta
AGNES NOBANTU TRADING,MAAA0064422,1090646.44,2,13567102.42,2,MSUMZA NOMHLE
AGNES NOBANTU TRADING,MAAA0064422,1090646.44,2,13567102.42,2,TUNZI AGNES NOBANTU
AGNES NONDUMISO XAKWA,MAAA0147480,1200,1,1200,1,XAKWA AGNES NONDUMISO
AGOENTLE,MAAA0580724,18200,1,18200,1,THUPUDI LEUNGO MASERAME
AGONAMATHATA AIR CONDITION AND PROJECTS,MAAA0141883,465248.78,3,717252.9,3,MOYO NGQABUTHO
AGONAMATHATA AIR CONDITION AND PROJECTS,MAAA0141883,465248.78,3,717252.9,3,MTSHALI ZAMA PHILISIWE
AGRIA TRADING,MAAA0539318,128000,1,128000,1,MAYIXHALE SIHLE
AGRI-BOER,MAAA0024618,5652.16,4,11304.32,4,LUCAS CHARL WIESE
AGRICULTURAL RURAL DEVELOPMENT SERVICES,MAAA0431107,127181.81,47,202760.46,47,ENGEL CHRYSTAL PHILLIPINE
AGRINGO,MAAA0837290,197560,14,197560,14,BIYELA THOBANI BONGUMUSA
AHADI HR,MAAA0938718,246000,1,246000,1,LISHIBA DISANI VENICE
AHI MANAGEMENT SOLUTIONS,MAAA0226395,274575,4,274575,4,DAMBHA MAHOMED FAROUK AHMED
AHLUMAMANQABE HOLDINGS,MAAA0849506,25720,4,25720,4,MZIMANE HLUMELO
AIDA GROUP,MAAA0555120,54000,1,54000,1,LIDOVHO NTUWELENI EMMANUEL
AIM TO CLEAN SERVICES,MAAA0656849,76676.25,10,2120762.35,10,VAN DER BERG DOMINICA MELISSA
AIR FILTER MAINTENANCE SERVICES RSA,MAAA0171656,181147.64,2,181147.62,2,CHALKER JAN GREGERS
AIRCRAFT SUPPLIES DISTRIBUTORS,MAAA0063443,32700,1,32700,1,HORN Johanna Maria Catharina
AIRPIC LIFE,MAAA0555580,196000,1,196000,1,KGANYA LORRAINE
AITAN MULTIMEDIA GROUP,MAAA0691380,16000,6,16000,6,CHIPUNKA KARABELO FAITH
AJR HYPER,MAAA0112454,2718,1,2718,1,AMIE FUAD
AJR HYPER,MAAA0112454,2718,1,2718,1,AMIE MOHAMED FAZEL
AKA NA RINA SUPPLIES,MAAA0858869,123000,1,123000,1,MATHEBULA AMUKELANI
AKACIA MEDICAL,MAAA0116943,4017959.01,15,26056941.35,15,KRUGER RONALD LEON
AKACIA MEDICAL,MAAA0116943,4017959.01,15,26056941.35,15,NYEMBEZI THEMBA
AKANE TRADING AND PROJECTS,MAAA0846553,8329250.2,7,5607131,7,LETSOALO DERRICK LETLHOYONOLO
AKANE TRADING AND PROJECTS,MAAA0846553,8329250.2,7,5607131,7,NGOBENI SAMUEL DODO
AKANI ENTITIES,MAAA0599615,28600,1,28600,1,PETROS HLUMELO NOKWINDLA
AKANI MASEDI PROJECTS AND MAINTENANCE,MAAA0951819,252000,1,252000,1,HLONGWANE MSINDO STEPHEN
AKGANG GENERAL TRADING,MAAA0173385,378000,2,378000,2,MOKGOSI RABOTLHOKOANA VICTOR
AKHANA TRADERS,MAAA0078412,27000,3,83097,3,MAPHAQA LUPHELO MICHEAL
AKHANANI SEWING AND OTHE PROJECTS PRIMARY CO-OPERATIVE LIMITED,MAAA0696899,0,1,99500,1,Dalindyebo NOLUNDI
AKHANANI SEWING AND OTHE PROJECTS PRIMARY CO-OPERATIVE LIMITED,MAAA0696899,0,1,99500,1,DALINYEBO SIGANEKO
AKHANANI SEWING AND OTHE PROJECTS PRIMARY CO-OPERATIVE LIMITED,MAAA0696899,0,1,99500,1,GABADA BADIBANISE SIYAKUDUMISA
AKHANANI SEWING AND OTHE PROJECTS PRIMARY CO-OPERATIVE LIMITED,MAAA0696899,0,1,99500,1,MBUNYE ANDISWA
AKHANANI SEWING AND OTHE PROJECTS PRIMARY CO-OPERATIVE LIMITED,MAAA0696899,0,1,99500,1,MTAKU NOLOYISO
AKHANANI SEWING AND OTHE PROJECTS PRIMARY CO-OPERATIVE LIMITED,MAAA0696899,0,1,99500,1,MTIRARA ZIKHONA
AKHANANI SEWING AND OTHE PROJECTS PRIMARY CO-OPERATIVE LIMITED,MAAA0696899,0,1,99500,1,NOVOKOZA PORTIA NOBUNTU
AKHISU GENERAL TRADING,MAAA0071432,47848.63,1,47848.63,1,BHIKILI SMANGELE BLONDIE
AKHULULWE AMANTLANE TRADING,MAAA0129535,0,1,22500,1,TOLBADI MKHULULI
AKIM HOLDINGS,MAAA0854825,80500,1,80500,1,MAROBE OMPHEMETSE SHARON
AKKERS HARDWARE,MAAA0164029,7298.6,3,7298.6,3,VAN DER MERWE HERMANUS PIETER
AKKERS HARDWARE,MAAA0164029,7298.6,3,7298.6,3,VAN DER MERWE JOHANNES ALBERT
AKMADODA CONSTRUCTION,MAAA0749998,0,1,48360,1,MAJOZI KINGDOM
AKON -KHA PROJECTS MANAGEMENT,MAAA0094867,0,1,0,1,MARUBINI NKHANGWENI CALVIN
AKOTECH INDUSTRIES,MAAA0650710,532811.75,15,532811.75,15,MESILANE MPHUMZI ARCHIBALD
AKOTECH INDUSTRIES,MAAA0650710,532811.75,15,532811.75,15,MESILANE TANYA
AKSS PROJECTS,MAAA0177109,2350000,1,2350000,1,MAKHANYA SHERON S'LINDILE
AKT GENERAL TRADING,MAAA0879145,16835,2,16835,2,SARDEO MELASA
AKUNAMUVA TRADING,MAAA0208115,128800,2,128800,2,MABASA DOMINIC NDODO
AKWANDE CAPITAL,MAAA0627970,25992,4,25992,4,PHADULI BONGANI ELVIS
AKWANDE CAPITAL,MAAA0627970,25992,4,25992,4,ZULU ANDILE LUNGELO EZRA
AKWENZEKE PROJECTS AND CONSULTANTS,MAAA0425836,23371.6,4,72781.6,4,NORRIS DEJUAN
AL CONSULTANCY MANAGEMENT,MAAA0802801,215187.5,1,215187.5,1,MAKHASA ABRAHAM LINCOLN
ALBERTUS BAREND ENGELBRECHT,MAAA0333211,1084.32,1,1084.32,1,ENGELBRECHT ALBERTUS BAREND
ALCOA GROUP,MAAA0814939,0,1,0,1,MOABELO RAMATSOBANE MANTSOBANE JOAN
ALCOHOL BREATHALYSERS,MAAA0029639,184970.15,5,360920.15,5,MACARTHUR ANGUS ARCHIBALD
ALCOHOL BREATHALYSERS,MAAA0029639,184970.15,5,360920.15,5,RAKAU JULIA
ALCOHOL BREATHALYSERS,MAAA0029639,184970.15,5,360920.15,5,van Huyssteen KEVIN JEAN
ALDABRI 99,MAAA0902511,35072,2,35072.5,2,MANUEL ANDRE
ALDABRI 99,MAAA0902511,35072,2,35072.5,2,SNYMAN JONTON JOHANNES
ALERT STATIONERS,MAAA0007349,221262,50,219124.5,50,BEHARIE DHURPATHY
ALERT STATIONERS,MAAA0007349,221262,50,219124.5,50,BEHARIE SEWNUNDH
ALETLHOGONOLO BUSINESS ENTERPRISE,MAAA0865492,73650,1,73650,1,NZONZA DAVID OGOPOLENG
ALEX CAPE HOLDINGS,MAAA0089370,3240000,3,3240000,3,MAHLANGU MARJORIE
ALEX CAPE HOLDINGS,MAAA0089370,3240000,3,3240000,3,NOLAN SHRINE STOREY
ALFONSO BUSINESS ENTERPRISE,MAAA0561068,0,5,0,5,MAHAPA KABELO MOLATELO
ALFONSO BUSINESS ENTERPRISE,MAAA0561068,0,5,0,5,MAHAPA LESIBA ALEX
ALFONSO BUSINESS ENTERPRISE,MAAA0561068,0,5,0,5,MAHAPA TSHEGOFATSO SEKGORUTLA
ALFRAMED,MAAA0338949,106800,2,765500,2,KARODIA MOHAMMED AMEEN
ALFREDBIZ TRADING AND SERVICES,MAAA0002917,304682.94,3,304682.94,3,THOVHAKALE RAZWINANI PHINEAS
ALFREHUTCH TRADING,MAAA0148860,730336.5,10,4819123.95,10,NDLOVU MTHOKOZISI JOSHUA
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,FARNDON CRAIG CEDRIC
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,GOVIND NEELAN MAHESH
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,HEARNE PETER HECTOR
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,KUNENE LINDELWE GRACE
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,MOTALA SAMEERA
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,NEWMAN SELWYN TROY
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,PARKER CANDICE VERA
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,PATHER JEREMY
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,Radley CHRISTIAAN JOHANNES
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,RAKGOTHO MMUTLANA CLIFFORD
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,VENTER Albertus Johannes
ALGOA OFFICE AUTOMATION,MAAA0048587,18577.1,10,40585.1,10,WILLIAMS SAMANTHA LEE
ALHAYS GENRAL TRADING,MAAA0006214,12365,5,12365,5,APPOLIS HAYLEY OLIVIA VANESSA
ALHAYS GENRAL TRADING,MAAA0006214,12365,5,12365,5,VAN BLERK ALLEN GUSZTON
ALIANGY ENTERPRISE,MAAA0124321,283562.5,1,283562.5,1,ESIANG ALFRED THUSOETSILE
ALIBRATECH INVESTMENTS TRADING,MAAA0290543,386653.2,23,354031.02,23,MHLONGO LANGA JOSEPH
ALIDA CATHRIENA OLIFANT,MAAA0147562,1120,1,1120,1,OLIFANT ALIDA CATHRIENA
ALIJAC HIRING SERVICES,MAAA0394897,133291.76,5,120580,5,JACOBS Alida
ALIJAC HIRING SERVICES,MAAA0394897,133291.76,5,120580,5,JACOBS NIKETHA ALVIADA
ALITSHONI TRADING,MAAA0776443,0,1,10000,1,MANJEZI NANDIPHA
ALITSHONI TRADING,MAAA0776443,0,1,10000,1,MPAMBANI NOBUZWE
ALIUKYS,MAAA1025527,15000,2,15000,2,NEMAKHAVHANI MPHO LIVINGSTONE
ALIWAL SOUND SERVICE,MAAA0375990,481275,23,507101.09,23,ERASMUS CHRISTEL ALETTA
ALIWAL SOUND SERVICE,MAAA0375990,481275,23,507101.09,23,ERASMUS JOHANNES CORNELIUS
ALL 4 SECURITY SERVICES,MAAA0139582,245945.02,6,245945.02,6,SHIRA ABOEBAKER
ALL 4 SECURITY SERVICES,MAAA0139582,245945.02,6,245945.02,6,SHIRA FARANAAZ
ALL BLACK AGENCIES,MAAA0441222,0,1,350,1,THOMPSON CHANICQUE SINEAD
ALL BLACK AGENCIES,MAAA0441222,0,1,350,1,THOMPSON SEAN WILLIAM
ALL IN SOLUTIONS,MAAA0785217,643257.12,3,1256359.32,3,MODIKENG JUNIOR SHADRACK
ALLAN DAVID BURGESS,MAAA0498772,584363,2,584363,2,BURGESS ALLAN DAVID
ALLENCO MEDICAL AND DENTAL SUPPLIES,MAAA0003731,1746871.14,75,2863728.64,75,MUDALY SIVAPRAGASEN ALLEN
ALLENCONNECT,MAAA0019890,0,1,6340,1,SHIKWAMBANI ALLEN REXON
ALLENIO AIRLINE,MAAA0031241,58650,2,541000,2,CHIKOSI GLENDA
ALLETSHOMA,MAAA0933190,39075,1,39075,1,MOHLOBA ALETTA TSHOMA
ALLMED HEALTHCARE PROFESSIONALS,MAAA0044163,29849.31,3,143405.31,3,HOUSTON-MC MILLAN DONALD ARTHUR
ALLMED HEALTHCARE PROFESSIONALS,MAAA0044163,29849.31,3,143405.31,3,MOSHENYANE REBAONE ABIGAIL
ALLMED HEALTHCARE PROFESSIONALS,MAAA0044163,29849.31,3,143405.31,3,SAMPSON SANDRA ELIZABETH
ALLORO AFRICA ENVIRO SERVICES,MAAA0022706,150186.89,1,150186.89,1,BOVETTI GIANCARLO OBERDAN
