supplier_sum,supplier_name,No,Institution_name,Item_desp,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,Cleaned_name,Cleaned_supplier,CSD_Registration_No
270001403.12,masiqhame trading 1057,7123,WESTERN CAPE - EDUCATION,PPE020 Hand sanitisers and disinfectants,0,900,10,25 Litre,24/08/2021,R0.00,,"R9,000",9000,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7351,ALL WCG DEPARTMENTS,0,0,0,0,0,24/06/2020,"R222,894.00",26/08/2020,"R97,000",97000,222894.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7394,ALL WCG DEPARTMENTS,PPE000 Other PPEs,"Gloves, Heavy duty, Rubber, Black",0,0,Per pair,24/06/2020,"R222,894.00",26/08/2020,"R3,632",3632,222894.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7395,ALL WCG DEPARTMENTS,PPE000 Other PPEs,"Gloves, Heavy duty, Rubber, Black",75.66,50,Per pair,24/06/2020,"R3,783.00",,R0,0,3783.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7396,ALL WCG DEPARTMENTS,PPE000 Other PPEs,"Gloves, Heavy duty, Rubber, Black",75.66,50,Per pair,24/06/2020,"R3,783.00",13/08/2020,"R3,783",3783,3783.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7419,ALL WCG DEPARTMENTS,PPE004 Apron,0,0,0,0,24/06/2020,"R222,894.00",26/08/2020,"R16,393",16393,222894.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7420,ALL WCG DEPARTMENTS,PPE004 Apron,0,0,0,Box of 100,24/06/2020,"R222,894.00",,R0,0,222894.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7421,ALL WCG DEPARTMENTS,PPE004 Apron,0,68.6,145,Box of 100,24/06/2020,"R9,947.00",,R0,0,9947.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7422,ALL WCG DEPARTMENTS,PPE004 Apron,0,68.6,145,Box of 100,24/06/2020,"R9,947.00",13/08/2020,"R9,947",9947,9947.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7434,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,0,0,0,24/06/2020,"R668,682.00",26/08/2020,"R105,870",105870,668682.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7435,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,262.28,195,25 Litre,24/06/2020,"R51,144.60",,R0,0,51144.6,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7436,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,262.28,195,25 Litre,24/06/2020,"R51,144.60",13/08/2020,"R51,145",51145,51144.6,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7437,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,607.28,50,25 Litre,24/06/2020,"R30,364.00",,R0,0,30364.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7438,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,607.28,50,25 Litre,24/06/2020,"R30,364.00",13/08/2020,"R30,364",30364,30364.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7464,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,"1,940.00",4239,25 Litre,24/06/2020,"R8,223,660.00",,"R7,441,840",7441840,8223660.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7465,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,"2,050.00",50,25 Litre,24/06/2020,"R102,500.00",,R0,0,102500.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,7466,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,"2,050.00",50,25 Litre,24/06/2020,"R102,500.00",13/08/2020,"R102,500",102500,102500.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,8767,ALL WCG DEPARTMENTS,Other,"Cloth, micro fibre",13.11,50,Each,23/04/2020,R655.50,,R656,656,655.5,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,8824,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,494.3,4,25 Litre,23/04/2020,"R1,977.20",,"R1,977",1977,1977.2,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,8862,ALL WCG DEPARTMENTS,PPE021 Sanitising of buildings,0,"7,317.64",1,Each,23/04/2020,"R7,317.64",,"R7,318",7318,7317.64,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,8867,ALL WCG DEPARTMENTS,PPE025 Sanitising spray bottles,0,23.2,50,Each,23/04/2020,"R1,160.00",,"R1,160",1160,1160.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9572,ALL WCG DEPARTMENTS,PPE000 Other PPEs,"Gloves, Heavy duty, Rubber, Black",75.66,50,Per pair,22/06/2020,"R3,783.00",,R0,0,3783.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9573,ALL WCG DEPARTMENTS,PPE000 Other PPEs,"Gloves, Heavy duty, Rubber, Black",157.37,50,Per pair,22/06/2020,"R7,868.50",8/5/2020,"R7,869",7869,7868.5,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9574,ALL WCG DEPARTMENTS,PPE000 Other PPEs,"Gloves, Heavy duty, Rubber, Black",75.66,50,Per pair,22/06/2020,"R3,783.00",13/08/2020,R0,0,3783.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9600,ALL WCG DEPARTMENTS,PPE004 Apron,0,68.6,125,Box of 100,22/06/2020,"R8,575.00",,R0,0,8575.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9601,ALL WCG DEPARTMENTS,PPE004 Apron,0,68.6,125,Box of 100,22/06/2020,"R8,575.00",13/08/2020,R0,0,8575.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9602,ALL WCG DEPARTMENTS,PPE004 Apron,0,65.57,127,Box of 100,22/06/2020,"R8,327.39",8/5/2020,"R8,327",8327,8327.39,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9603,ALL WCG DEPARTMENTS,PPE004 Apron,0,70.61,63,Box of 100,22/06/2020,"R4,448.43",8/5/2020,"R4,448",4448,4448.43,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9608,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,272.37,113,25 Litre,22/06/2020,"R30,777.81",8/5/2020,"R30,778",30778,30777.81,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9609,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,262.28,175,25 Litre,22/06/2020,"R45,899.00",,R0,0,45899.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9610,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,262.28,175,25 Litre,22/06/2020,"R45,899.00",13/08/2020,R0,0,45899.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9611,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,254.21,177,25 Litre,22/06/2020,"R44,995.17",8/5/2020,"R44,995",44995,44995.17,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9612,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,819.12,50,25 Litre,22/06/2020,"R40,956.00",,R0,0,40956.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9613,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,"1,237.76",50,25 Litre,22/06/2020,"R61,888.00",8/5/2020,"R61,888",61888,61888.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9614,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,607.28,50,25 Litre,22/06/2020,"R30,364.00",13/08/2020,R0,0,30364.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9623,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,"2,050.00",50,25 Litre,22/06/2020,"R102,500.00",,R0,0,102500.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9624,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,"4,040.00",50,25 Litre,22/06/2020,"R202,000.00",8/5/2020,"R202,000",202000,202000.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9625,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,"2,050.00",50,25 Litre,22/06/2020,"R102,500.00",13/08/2020,R0,0,102500.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9969,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,90.79,13,Box of 100,22/04/2020,"R1,180.27",,R0,0,1180.27,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9970,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,98.86,190,Box of 100,22/04/2020,"R18,783.40",,R0,0,18783.4,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9971,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,92.81,228,Box of 100,22/04/2020,"R21,160.68",,R0,0,21160.68,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9972,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,90.79,32,Box of 100,22/04/2020,"R2,905.28",,R0,0,2905.28,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9973,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,90.79,33,Box of 100,22/04/2020,"R2,996.07",,"R2,996",2996,2996.07,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9974,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,90.79,4,Box of 100,22/04/2020,R363.16,,R363,363,363.16,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9975,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,90.79,46,Box of 100,22/04/2020,"R4,176.34",,R0,0,4176.34,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9976,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,92.81,47,Box of 100,22/04/2020,"R4,362.07",,R0,0,4362.07,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9977,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,92.81,65,Box of 100,22/04/2020,"R6,032.65",,"R6,033",6033,6032.65,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9978,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,90.79,67,Box of 100,22/04/2020,"R6,082.93",,"R6,083",6083,6082.93,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9979,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,90.79,72,Box of 100,22/04/2020,"R6,536.88",,"R6,537",6537,6536.88,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9980,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,92.81,80,Box of 100,22/04/2020,"R7,424.80",,R0,0,7424.8,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,9981,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,90.79,92,Box of 100,22/04/2020,"R8,352.68",,R0,0,8352.68,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,11094,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,595.18,121,25 Litre,21/05/2020,"R72,016.78",,"R72,017",72017,72016.78,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,11095,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,595.18,182,25 Litre,21/05/2020,"R108,322.76",,"R108,323",108323,108322.76,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,11096,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,595.18,246,25 Litre,21/05/2020,"R146,414.28",,"R146,414",146414,146414.28,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,11098,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,615.35,367,25 Litre,21/05/2020,"R225,833.45",,"R225,833",225833,225833.45,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,11099,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,635.53,506,25 Litre,21/05/2020,"R321,578.18",,R0,0,321578.18,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,11100,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,615.35,567,25 Litre,21/05/2020,"R348,903.45",,"R348,903",348903,348903.45,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,11101,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,595.18,66,25 Litre,21/05/2020,"R39,281.88",,"R39,282",39282,39281.88,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,11103,ALL WCG DEPARTMENTS,PPE012 Multi purpose sanitisers and disinfectants,0,615.35,853,25 Litre,21/05/2020,"R524,893.55",,"R524,894",524894,524893.55,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12336,ALL WCG DEPARTMENTS,0,0,35,8088,Each,20/04/2020,"R283,080.00",,R0,0,283080.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12407,ALL WCG DEPARTMENTS,PPE000 Other PPEs,"Gloves, Latex, Yellow, household",9.89,1326,Per pair,20/04/2020,"R13,114.14",,R0,0,13114.14,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12408,ALL WCG DEPARTMENTS,PPE000 Other PPEs,"Gloves, Latex, Yellow, household",10.59,1992,Per pair,20/04/2020,"R21,095.28",,R0,0,21095.28,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12409,ALL WCG DEPARTMENTS,PPE000 Other PPEs,"Gloves, Latex, Yellow, household",11.6,726,Per pair,20/04/2020,"R8,421.60",,R0,0,8421.6,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12422,WESTERN CAPE - EDUCATION,PPE000 Other PPEs,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL, WATERPROOF",9.89,1326,Per pair,20/04/2020,R0.00,18/12/2020,"R13,114",13114,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12423,WESTERN CAPE - EDUCATION,PPE000 Other PPEs,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL, WATERPROOF",10.59,1992,Per pair,20/04/2020,R0.00,18/12/2020,"R21,095",21095,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12424,WESTERN CAPE - EDUCATION,PPE000 Other PPEs,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL, WATERPROOF",11.6,726,Per pair,20/04/2020,R0.00,18/12/2020,"R8,422",8422,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12443,WESTERN CAPE - EDUCATION,PPE001 Surgical masks for patients,0,35,8088,Each,20/04/2020,R0.00,18/12/2020,"R283,080",283080,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12463,ALL WCG DEPARTMENTS,PPE015 Non-sterile examination gloves,0,90.79,31,Box of 100,20/04/2020,"R2,814.49",,"R2,814",2814,2814.49,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12487,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,500,121,5 Litre,20/04/2020,"R60,500.00",,R0,0,60500.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12489,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,"16,010.00",16,25 Litre,20/04/2020,"R256,160.00",,"R256,160",256160,256160.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12490,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,"1,940.00",2000,25 Litre,20/04/2020,"R3,880,000.00",,"R3,880,000",3880000,3880000.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12491,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,480,221,5 Litre,20/04/2020,"R106,080.00",,R0,0,106080.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12492,ALL WCG DEPARTMENTS,PPE020 Hand sanitisers and disinfectants,0,490,332,5 Litre,20/04/2020,"R162,680.00",,R0,0,162680.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12506,WESTERN CAPE - EDUCATION,PPE020 Hand sanitisers and disinfectants,0,500,121,5 Litre,20/04/2020,R0.00,18/12/2020,"R60,500",60500,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12507,WESTERN CAPE - EDUCATION,PPE020 Hand sanitisers and disinfectants,0,480,221,5 Litre,20/04/2020,R0.00,18/12/2020,"R106,080",106080,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12508,WESTERN CAPE - EDUCATION,PPE020 Hand sanitisers and disinfectants,0,490,332,5 Litre,20/04/2020,R0.00,18/12/2020,"R162,680",162680,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12515,ALL WCG DEPARTMENTS,PPE025 Sanitising spray bottles,0,32.28,121,Each,20/04/2020,"R3,905.88",,R0,0,3905.88,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12516,ALL WCG DEPARTMENTS,PPE025 Sanitising spray bottles,0,23.2,221,Each,20/04/2020,"R5,127.20",,R0,0,5127.2,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12517,ALL WCG DEPARTMENTS,PPE025 Sanitising spray bottles,0,25.22,332,Each,20/04/2020,"R8,373.04",,R0,0,8373.04,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12520,WESTERN CAPE - EDUCATION,PPE025 Sanitising spray bottles,0,32.28,121,Each,20/04/2020,R0.00,18/12/2020,"R3,906",3906,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12521,WESTERN CAPE - EDUCATION,PPE025 Sanitising spray bottles,0,23.2,221,Each,20/04/2020,R0.00,18/12/2020,"R5,127",5127,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,12522,WESTERN CAPE - EDUCATION,PPE025 Sanitising spray bottles,0,25.22,332,Each,20/04/2020,R0.00,18/12/2020,"R8,373",8373,0.0,Western cape - education,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,13086,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,0,20.5,26320,Each,19/06/2020,"R539,560.00",,"R539,560",539560,539560.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,13087,ALL WCG DEPARTMENTS,PPE017 2 Layer fabric cloth masks,0,20.5,35080,Each,19/06/2020,"R719,140.00",,"R719,140",719140,719140.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,13088,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,0,20.5,12710,Each,19/06/2020,"R260,555.00",,"R260,555",260555,260555.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,13089,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,0,20.5,23490,Each,19/06/2020,"R481,545.00",,"R481,545",481545,481545.0,All wcg departments,masiqhame trading 1057,MAAA0083390
270001403.12,masiqhame trading 1057,13090,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,0,20.5,29450,Each,19/06/2020,"R603,725.00",,"R603,725",603725,603725.0,All wcg departments,masiqhame trading 1057,MAAA0083390
