,No,Institution_name,Item_d,Supplier_name,Service_desp,Unit_price,Quantity,UOM,Date_order,Order_amount,Date_payments,Payments,pay_num,order_num,cleaned_name,Item_desp,No_per_unit,price_per_mask,real_quan
100,2123,NATIONAL GAMBLING BOARD,PPE001 Surgical masks for patients,Muaki Group (Pty) Ltd,0,400.0,4.0,Box of 50,2020-07-29,"R1,600.00",,R0,0,1600.0,National gambling board,PPE001 Surgical masks for patients,50.0,8.0,200.0
101,2124,PRINCE ALBERT MUNICIPALITY,PPE001 Surgical masks for patients,K2020199508 (PTY)  LTD,0,7.5,50.0,Each,2020-07-29,R375.00,2020-08-18,R375,375,375.0,Prince albert municipality,PPE001 Surgical masks for patients,1.0,7.5,50.0
102,2125,THE ELECTORAL COMMISSION,PPE001 Surgical masks for patients,CHEMLOG,0,359.38,36.0,Each,2020-07-29,"R12,937.68",,"R12,938",12938,12937.68,Electoral commission (iec),PPE001 Surgical masks for patients,1.0,359.38,36.0
103,2126,ALL WCG DEPARTMENTS,PPE003 Respirator mask,MAVERICK TRADING 1106,0,45.5,50.0,Each,2020-07-29,"R2,275.00",,R0,0,2275.0,All wcg departments,"respirator masks (FFP2, N95)",1.0,45.5,50.0
104,2127,NATIONAL GAMBLING BOARD,PPE003 Respirator mask,Muaki Group (Pty) Ltd,0,450.0,10.0,Box of 10,2020-07-29,"R4,500.00",,R0,0,4500.0,National gambling board,"respirator masks (FFP2, N95)",10.0,45.0,100.0
105,2144,PRINCE ALBERT MUNICIPALITY,PPE017 2 Layer fabric cloth masks,K2020199508 (PTY)  LTD,0,15.5,500.0,Each,2020-07-29,"R7,750.00",2020-08-18,"R7,750",7750,7750.0,Prince albert municipality,cloth masks,1.0,15.5,500.0
106,2145,LIMPOPO-LIMPOPO ECONOMIC DEVELOPMENT AGENCY,PPE018 3 Layer fabric cloth masks,Makololo Efficient Suppliers,0,20.0,1112.0,Each,2020-07-29,"R22,240.00",2020-07-08,"R22,240",22240,22240.0,Limpopo - economic development agency,cloth masks,1.0,20.0,1112.0
107,2146,NATIONAL GAMBLING BOARD,PPE018 3 Layer fabric cloth masks,Muaki Group (Pty) Ltd,0,35.0,100.0,Each,2020-07-29,"R3,500.00",,R0,0,3500.0,National gambling board,cloth masks,1.0,35.0,100.0
108,2267,GAUTENG - HEALTH,Mask face tie back adults 3 layer cloth,KAMOGELO AND KGAUGELO BUSINESS ENTE,0,63.25,2400.0,Each,2020-06-29,"R151,800.00",2020-03-08,"R151,800",151800,151800.0,Gauteng - health,cloth masks,1.0,63.25,2400.0
109,2310,"DEPARTMENT OF WOMEN, YOUTH AND PERSONS WITH DISABILITIES",PPE001 Surgical masks for patients,Dischem Pharmacy,0,119.5,4.0,Each,2020-06-29,R478.00,2020-06-29,R478,478,478.0,"Department of women, youth and persons with disabilities",PPE001 Surgical masks for patients,1.0,119.5,4.0
110,2311,NKANGALA DISTRICT MUNICIPALITY,PPE001 Surgical masks for patients,Lalas Enterprises,0,9.0,1000.0,Each,2020-06-29,"R9,000.00",2020-09-07,"R9,000",9000,9000.0,Nkangala district municipality,PPE001 Surgical masks for patients,1.0,9.0,1000.0
111,2312,LAINGSBURG MUNICIPALITY,PPE002 Surgical masks for healt care workers,JOY MILA GENERAL TRADING,0,20.13,5000.0,Each,2020-06-29,"R100,650.00",2020-07-29,"R100,650",100650,100650.0,Laingsburg municipality,PPE002 Surgical masks for health care workers,1.0,20.13,5000.0
112,2313,MEDIA INFORMATION AND COMMUNICATION TECHNOLOGIES SECTOR EDUCATION AND TRAINING AUTHORITY,PPE003 Respirator mask,0,0,1373.75,1.0,Box of 10,2020-06-29,"R1,373.75",2020-08-20,"R61,701",61701,1373.75,Media information and communication technologies sector education and training authority,"respirator masks (FFP2, N95)",10.0,137.375,10.0
113,2348,CENTRAL KAROO DISTRICT MUNICIPALITY,PPE017 2 Layer fabric cloth masks,Proudly Karoo (Pty)Ltd,0,180.0,100.0,Each,2020-06-29,"R18,000.00",2020-06-30,"R18,000",18000,18000.0,Central karoo district municipality,cloth masks,1.0,180.0,100.0
114,2427,UMZIMVUBU  LOCAL  MUNICIPALITY,3 LAYER CLOTH MASK WITH EAR HOOKS,CHULU TRADINGS,0,50.0,900.0,Each,2020-05-29,"R45,000.00",2020-06-22,"R45,000",45000,45000.0,Umzimvubu local municipality,cloth masks,1.0,50.0,900.0
115,2431,BERGRIVIER MUNICIPALITY,BUFFER FACE MASKS,BRAND LIFESAVERS,0,31.6,1000.0,Each,2020-05-29,"R32,300.00",2020-06-18,"R31,600",31600,32300.0,Bergrivier municipality,Uncategorized masks,1.0,31.6,1000.0
116,2432,BERGRIVIER MUNICIPALITY,BUFFER FACE MASKS,BRAND LIFESAVERS,0,15.8,1000.0,Each,2020-05-29,"R16,150.00",2020-06-23,"R15,800",15800,16150.0,Bergrivier municipality,Uncategorized masks,1.0,15.8,1000.0
117,2440,NATIONAL HERITAGE COUNCIL,Fabrick Masks,Ekhaya Investment (Pty) Ltd,Fabrick Masks,25.0,80.0,Each,2020-05-29,"R2,000.00",2020-05-30,"R2,000",2000,2000.0,National heritage council,Uncategorized masks,1.0,25.0,80.0
118,2453,GAUTENG - HEALTH,Mask face 3ply loops with tie disposable,ORI MEDICAL SUPPLIER,0,18.5,620800.0,Each,2020-05-29,"R11,484,800.00",2020-09-06,"R11,484,800",11484800,11484800.0,Gauteng - health,Uncategorized masks,1.0,18.5,620800.0
119,2549,MKHONDO LOCAL MUNICIPALITY,PPE001 Surgical masks for patients,BONGINKOSI YETHU,0,67.85,2000.0,Each,2020-05-29,"R135,700.00",2020-07-09,"R135,700",135700,135700.0,Mkhondo local municipality,PPE001 Surgical masks for patients,1.0,67.85,2000.0
120,2550,OFFICE OF HEALTH STANDARDS COMPLIANCE,PPE001 Surgical masks for patients,THATSHEHLO SOLUTIONS,0,85.0,500.0,Each,2020-05-29,"R42,500.00",,"R151,970",151970,42500.0,Office of health standards compliance,PPE001 Surgical masks for patients,1.0,85.0,500.0
121,2551,SOUTH AFRICAN FORESTRY COMPANY,PPE001 Surgical masks for patients,Rockland Environmental Consulting,0,15.0,500.0,Box of 50,2020-05-29,"R7,500.00",,"R7,500",7500,7500.0,South African Forestry Company,PPE001 Surgical masks for patients,50.0,0.3,25000.0
122,2552,PETROSA,PPE003 Respirator mask,Bernic International,0,38.53,6500.0,Each,2020-05-29,"R250,412.50",2020-06-28,"R250,413",250413,250412.5,Petrosa,"respirator masks (FFP2, N95)",1.0,38.53,6500.0
123,2580,BERGRIVIER MUNICIPALITY,PPE018 3 Layer fabric cloth masks,BRAND LIFESAVERS,0,32.3,1000.0,Each,2020-05-29,"R32,300.00",,"R31,600",31600,32300.0,Bergrivier municipality,cloth masks,1.0,32.3,1000.0
124,2581,DUBE TRADEPORT,PPE018 3 Layer fabric cloth masks,Laboquip,0,19.44,700.0,Each,2020-05-29,"R13,604.50",2020-06-24,"R13,605",13605,13604.5,Dube tradeport,cloth masks,1.0,19.44,700.0
125,2582,EASTERN CAPE - RURAL DEVELOPMENT AND AGRARIAN REFORM,PPE018 3 Layer fabric cloth masks,Sinemihlali Trading Primary Co-operative Limited,0,24.0,700.0,Each,2020-05-29,"R16,800.00",2020-09-06,"R16,800",16800,16800.0,Eastern cape - rural development and agrarian reform,cloth masks,1.0,24.0,700.0
126,2583,GARDEN ROUTE DISTRICT LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,BM SKILLS DEVELOPMENT,0,41.97,700.0,Each,2020-05-29,"R29,382.50",2020-07-30,"R29,383",29383,29382.5,Garden route district local municipality,cloth masks,1.0,41.97,700.0
127,2584,KWAZULU NATAL - ARTS AND CULTURE,PPE018 3 Layer fabric cloth masks,Agringo,0,25.0,500.0,Each,2020-05-29,"R12,500.00",,R0,0,12500.0,Kwazulu natal - arts and culture,cloth masks,1.0,25.0,500.0
128,2585,KWAZULU NATAL DEPARTMENT OF ARTS AND CULTURE,PPE018 3 Layer fabric cloth masks,Agringo,0,25.0,500.0,Each,2020-05-29,"R12,500.00",,R0,0,12500.0,Kwazulu natal - arts and culture,cloth masks,1.0,25.0,500.0
129,2587,SOUTH AFRICAN FORESTRY COMPANY,PPE018 3 Layer fabric cloth masks,Rockland Environmental Consulting,0,30.0,1500.0,Box of 100,2020-05-29,"R45,000.00",,"R45,000",45000,45000.0,South African Forestry Company,cloth masks,100.0,0.3,150000.0
130,2588,SOUTH AFRICAN NATIONAL PARK,PPE018 3 Layer fabric cloth masks,Woolltex Curtains & Linens,0,25.0,34.0,Each,2020-05-29,R850.00,2020-02-07,R850,850,850.0,South african national parks,cloth masks,1.0,25.0,34.0
131,2589,SOUTH AFRICAN NATIONAL PARK,PPE018 3 Layer fabric cloth masks,Woolltex Curtains & Linens,0,24.98,78.0,Each,2020-05-29,"R1,948.73",2020-02-07,"R1,949",1949,1948.73,South african national parks,cloth masks,1.0,24.98,78.0
132,2590,SOUTH AFRICAN SOCIAL SECURITY AGENCY,PPE018 3 Layer fabric cloth masks,The BVH Empire,0,20.0,1000.0,Each,2020-05-29,"R20,000.00",2020-07-08,"R20,000",20000,20000.0,South african social security agency,cloth masks,1.0,20.0,1000.0
133,2786,HOME AFFAIRS,PPE001 Surgical masks for patients,DNS SUPPLIES,0,1207.5,40.0,Box of 50,2020-04-29,"R48,300.00",2020-06-05,"R48,300",48300,48300.0,Home affairs,PPE001 Surgical masks for patients,50.0,24.15,2000.0
134,2787,LEGAL AID SA,PPE001 Surgical masks for patients,ALERT STATIONERS,0,17.83,150.0,Each,2020-04-29,"R2,674.50",2020-06-05,"R2,675",2675,2674.5,Legal aid south africa,PPE001 Surgical masks for patients,1.0,17.83,150.0
135,2788,SOUTH AFRICAN NATIONAL PARK,PPE001 Surgical masks for patients,Di Ville,0,21.0,10000.0,Each,2020-04-29,"R210,000.00",2020-02-05,"R210,000",210000,210000.0,South african national parks,PPE001 Surgical masks for patients,1.0,21.0,10000.0
136,2789,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,HOUSE OF MONATIC,Mask Surgical/medical,20.7,10000.0,Each,2020-04-29,"R210,000.00",,"R207,000",207000,210000.0,All wcg departments,PPE002 Surgical masks for health care workers,1.0,20.7,10000.0
137,2790,ALL WCG DEPARTMENTS,PPE002 Surgical masks for healt care workers,AC DISPOSABLES AND CLEANING PRODUCTS,Mask Surgical/medical,45.0,20000.0,Each,2020-04-29,"R210,000.00",,"R900,000",900000,210000.0,All wcg departments,PPE002 Surgical masks for health care workers,1.0,45.0,20000.0
138,2791,ETHEKWINI MUNICIPALITY,PPE002 Surgical masks for healt care workers,CALIDIN TRADING,MASK N95 PARTICULATE,12.95,13000.0,Each,2020-04-29,"R168,350.00",2020-06-05,"R188,762",188762,168350.0,Ethekwini municipality,PPE002 Surgical masks for health care workers,1.0,12.95,13000.0
139,2792,LAND AND AGRICULTURAL DEVELOPMENT BANK OF SOUTH AFRICA,PPE002 Surgical masks for healt care workers,Ukusa Office Solutions,0,600.0,2.0,Box of 50,2020-04-29,"R1,200.00",2020-05-14,"R2,158",2158,1200.0,Land and agricultural development bank of south africa,PPE002 Surgical masks for health care workers,50.0,12.0,100.0
140,2793,ALL WCG DEPARTMENTS,PPE003 Respirator mask,RAPITRADE 458 PTY LTD,Masks Respirator N95,10.85,100000.0,Each,2020-04-29,"R245,000.00",,"R1,085,000",1085000,245000.0,All wcg departments,"respirator masks (FFP2, N95)",1.0,10.85,100000.0
141,2794,ALL WCG DEPARTMENTS,PPE003 Respirator mask,PTA AGENCIES,Masks Respirator N95,6.66,1000020.0,Each,2020-04-29,"R53,200.00",,"R587,571",587571,53200.0,All wcg departments,"respirator masks (FFP2, N95)",1.0,6.66,1000020.0
142,2795,MPUMALANGA - HEALTH,PPE003 Respirator mask,PERFECTRO EXPRESS TRADING AND PROJECTS,0,74.75,40090.0,Each,2020-04-29,"R3,737,500.00",2020-08-05,"R2,996,728",2996728,3737500.0,Mpumalanga - health,"respirator masks (FFP2, N95)",1.0,74.75,40090.0
143,2796,MPUMALANGA - HEALTH,PPE003 Respirator mask,PERFECTRO EXPRESS TRADING AND PROJECTS,0,74.75,50000.0,Each,2020-04-29,"R3,737,500.00",2020-08-05,"R3,737,500",3737500,3737500.0,Mpumalanga - health,"respirator masks (FFP2, N95)",1.0,74.75,50000.0
144,2830,CAPE AGULHAS MUNICIPALITY,PPE017 2 Layer fabric cloth masks,BEACHES CLOTHING,0,23.0,1000.0,Each,2020-04-29,"R23,000.00",,"R23,000",23000,23000.0,Cape agulhas municipality,cloth masks,1.0,23.0,1000.0
145,2832,FINANCIAL INTELLIGENCE CENTRE,PPE017 2 Layer fabric cloth masks,Nkuriso,0,34.5,514.0,Each,2020-04-29,"R17,733.00",2020-05-29,"R17,733",17733,17733.0,Financial intelligence centre,cloth masks,1.0,34.5,514.0
146,2834,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,ZEBRA MEDICAL SUPPLIES,0,21.85,7200.0,Each,2020-04-29,"R157,320.00",,"R157,320",157320,157320.0,All wcg departments,cloth masks,1.0,21.85,7200.0
147,2835,BITOU MUNICIPALITY,PPE018 3 Layer fabric cloth masks,Keabokamoso Construction Services,Fabric Mask washable 3 layer,22.49,1330.0,Each,2020-04-29,"R29,911.70",2020-05-14,"R29,912",29912,29911.7,Bitou municipality,cloth masks,1.0,22.49,1330.0
148,2836,DEPARTMENT OF WATER AND SANITATION,PPE018 3 Layer fabric cloth masks,GREEN HYGIENE,CLOTH FACE MASK 3 LAYERS,25.0,600.0,Each,2020-04-29,"R15,000.00",2020-04-30,"R15,000",15000,15000.0,Department of water and sanitation,cloth masks,1.0,25.0,600.0
149,2838,SOUTH AFRICAN LIBRARY FOR THE BLIND,PPE018 3 Layer fabric cloth masks,Pick n Pay Peppergrove Mall,0,60.0,30.0,Each,2020-04-29,"R1,800.00",2020-04-29,"R1,800",1800,1800.0,South african library for the blind,cloth masks,1.0,60.0,30.0
150,2839,SOUTH AFRICAN LOCAL GOVERNMENT ASSOCIATION,PPE018 3 Layer fabric cloth masks,Hashtag Marketing,0,36.88,1000.0,Each,2020-04-29,"R36,880.50",2020-06-15,"R36,881",36881,36880.5,South african local government association,cloth masks,1.0,36.88,1000.0
151,2918,"DEPARTMENT OF WOMEN, YOUTH AND PERSONS WITH DISABILITIES",PPE001 Surgical masks for patients,Totiusdal Apteek,0,23.0,20.0,Each,2020-03-29,R460.00,2020-03-29,R460,460,460.0,"Department of women, youth and persons with disabilities",PPE001 Surgical masks for patients,1.0,23.0,20.0
152,2919,SA POLICE SERVICE,PPE001 Surgical masks for patients,Bosadzi Pele,0,30.0,153000.0,Box of 50,2020-03-29,"R4,590,000.00",2020-04-17,"R4,590,000",4590000,4590000.0,Sa police service,PPE001 Surgical masks for patients,50.0,0.6,7650000.0
153,3013,TRANSNET SOC LTD,PPE001 Surgical masks for patients,LOGAN MEDICAL AND SURGICAL,0,1.58,200.0,Each,2020-12-28,R315.00,,R315,315,315.0,Transnet soc ltd,PPE001 Surgical masks for patients,1.0,1.58,200.0
154,3074,ETHEKWINI METROPOLITAN MUNICIPALITY,PPE002 Surgical masks for healt care workers,SHAKA TOOLS AND INDUSTRIAL SUPPLIES,0,9.25,4000.0,Each,2020-10-28,"R37,000.00",2020-11-13,"R37,000",37000,37000.0,Ethekwini municipality,PPE002 Surgical masks for health care workers,1.0,9.25,4000.0
155,3075,ETHEKWINI METROPOLITAN MUNICIPALITY,PPE002 Surgical masks for healt care workers,SHAKA TOOLS AND INDUSTRIAL SUPPLIES,0,9.25,6000.0,Each,2020-10-28,"R55,500.00",2020-11-11,"R55,500",55500,55500.0,Ethekwini municipality,PPE002 Surgical masks for health care workers,1.0,9.25,6000.0
156,3085,NORTH WEST - DEPARTMENT OF  AGRICULTURE AND RURAL DEVELOPMENT,PPE017 2 Layer fabric cloth masks,Segonyana Projects CC,Embroided with Departmental Logo,29.0,700.0,Each,2020-10-28,"R23,345.00",2020-10-12,"R23,345",23345,23345.0,North west - agriculture and rural development,cloth masks,1.0,29.0,700.0
157,3086,BASIC EDUCATION,PPE018 3 Layer fabric cloth masks,SPS Advertising and Marketing,0,17.5,3680.0,Each,2020-10-28,"R74,060.00",2020-12-11,"R74,060",74060,74060.0,Basic education,cloth masks,1.0,17.5,3680.0
158,3087,KWAZULU NATAL - SPORT AND RECREATION,PPE018 3 Layer fabric cloth masks,Solly M Sport,0,3.34,100.0,Each,2020-10-28,R345.00,,R0,0,345.0,Kwazulu natal - sport and recreation,cloth masks,1.0,3.34,100.0
159,3152,FETAKGOMO TUBATSE LOCAL MUNICIPALITY,PPE003 Respirator mask,So Journ odysey travel,0,75.0,250.0,Each,2020-09-28,"R18,750.00",2020-09-15,"R18,750",18750,18750.0,Fetakgomo tubatse local municipality,"respirator masks (FFP2, N95)",1.0,75.0,250.0
160,3157,DEPARTMENT OF ECONOMIC DEVELOPMENT; TOURISM & ENVIRONMENTAL AFFAIRS,PPE018 3 Layer fabric cloth masks,Linda Kuzolunga,0,14.8,16500.0,Each,2020-09-28,"R244,200.00",,R0,0,244200.0,"Department of economic development, tourism & environmental affairs",cloth masks,1.0,14.8,16500.0
161,3158,EDUCATION,PPE018 3 Layer fabric special cloth masks,Mandi & Pritch Blak Cotton (Pty) Ltd,0,24.3,1088.0,Each,2020-09-28,"R26,444.86",2020-10-22,"R26,445",26445,26444.86,Education,cloth masks,1.0,24.3,1088.0
162,3199,SOUTH AFRICAN REVENUE SERVICE,PPE001 Surgical masks for patients,JD Strategic Investments,0,200.1,1000.0,Box of 50,2020-08-28,"R200,100.00",2020-10-09,"R200,100",200100,200100.0,South african revenue services,PPE001 Surgical masks for patients,50.0,4.002,50000.0
163,3273,GAUTENG - HEALTH,Mask respirator with straps FFP2 20/b,MICRO MELANIN MEDICALS,0,62.0,8000.0,Box of 100,2020-07-28,"R496,000.00",2020-07-09,R0,0,496000.0,Gauteng - health,"respirator masks (FFP2, N95)",100.0,0.62,800000.0
164,3306,DEFENCE,PPE001 Surgical masks for patients,Precious Stone,0,12.9,60000.0,Each,2020-07-28,"R774,000.00",2020-08-06,"R774,000",774000,774000.0,Defence,PPE001 Surgical masks for patients,1.0,12.9,60000.0
165,3308,PERISHABLE PRODUCTS EXPORT CONTROL BOARD,PPE001 Surgical masks for patients,KP Industrial & Safety,0,5.75,4000.0,Each,2020-07-28,"R23,000.00",2020-02-09,"R23,000",23000,23000.0,Perishable products export control board,PPE001 Surgical masks for patients,1.0,5.75,4000.0
166,3309,PERISHABLE PRODUCTS EXPORT CONTROL BOARD,PPE001 Surgical masks for patients,Labex (Pty) Ltd,0,4.6,5200.0,Each,2020-07-28,"R23,920.00",2020-09-17,"R23,920",23920,23920.0,Perishable products export control board,PPE001 Surgical masks for patients,1.0,4.6,5200.0
167,3310,PERISHABLE PRODUCTS EXPORT CONTROL BOARD,PPE001 Surgical masks for patients,MILONI SERVICES,0,9.0,8100.0,Each,2020-07-28,"R72,900.00",2020-08-13,"R72,900",72900,72900.0,Perishable products export control board,PPE001 Surgical masks for patients,1.0,9.0,8100.0
168,3311,SOUTH AFRICAN REVENUE SERVICE,PPE001 Surgical masks for patients,JD Strategic Investments,0,675.0,300.0,Box of 50,2020-07-28,"R202,500.00",2020-07-08,"R202,500",202500,202500.0,South african revenue services,PPE001 Surgical masks for patients,50.0,13.5,15000.0
169,3312,SOUTH AFRICAN NATIONAL PARK,PPE003 Respirator mask,CG BOTES TRADING,0,348.0,220.0,Each,2020-07-28,R696.00,2020-10-09,"R1,848",1848,696.0,South african national parks,"respirator masks (FFP2, N95)",1.0,348.0,220.0
170,3327,IZIKO MUSEUMS OF CAPE TOWN,PPE018 3 Layer fabric cloth masks,Expandasign,0,23.0,85.0,Each,2020-07-28,"R1,955.00",2020-07-28,"R1,955",1955,1955.0,Iziko museums of cape town,cloth masks,1.0,23.0,85.0
171,3419,SA POLICE SERVICE,PPE001 Surgical masks for patients,TTTEB Supplying & Consruction,0,9.95,8788400.0,Box of 50,2020-06-28,"R87,444,580.00",2020-08-07,"R87,444,580",87444580,87444580.0,Sa police service,PPE001 Surgical masks for patients,50.0,0.19899999999999998,439420000.0
172,3516,GAUTENG - HEALTH,Mask half respiratory protection FFP1,SUPRA HEALTHCARE JOHANNESBURG,0,46.0,75000.0,Each,2020-05-28,"R3,450,000.00",,R0,0,3450000.0,Gauteng - health,Uncategorized masks,1.0,46.0,75000.0
173,3594,DENEL (PTY) LTD,PPE001 Surgical masks for patients,THEMBA MNYAMANE PROJECTS,0,77.28,30.0,Box of 50,2020-05-28,"R2,318.40",2020-10-07,"R2,318",2318,2318.4,Denel,PPE001 Surgical masks for patients,50.0,1.5456,1500.0
174,3595,PUBLIC SERVICE & ADMINISTRATION,PPE001 Surgical masks for patients,Cognitive Medical Supplies (Pty) Ltd,0,8.6,2000.0,Each,2020-05-28,"R17,200.00",2020-06-23,"R17,200",17200,17200.0,Public service & administration,PPE001 Surgical masks for patients,1.0,8.6,2000.0
175,3596,TRADE & INDUSTRY,PPE001 Surgical masks for patients,Mutwanamba Associates (Pty) Ltd,0,3780.0,400.0,Box of 50,2020-05-28,"R1,515,890.00",2020-04-06,"R1,512,000",1512000,1515890.0,Trade & industry,PPE001 Surgical masks for patients,50.0,75.6,20000.0
176,3647,KWAZULU NATAL - TRANSPORT,PPE017 2 Layer fabric cloth masks,U & G FABRICS,0,10.63,8000.0,Each,2020-05-28,"R85,100.00",2020-07-24,"R85,100",85100,85100.0,Kwazulu natal - transport,cloth masks,1.0,10.63,8000.0
177,3648,SOUTH AFRICAN NATIONAL PARK,PPE017 2 Layer fabric cloth masks,Halsted,0,20.0,60.0,Each,2020-05-28,"R1,200.00",2020-05-31,"R1,200",1200,1200.0,South african national parks,cloth masks,1.0,20.0,60.0
178,3649,ALL WCG DEPARTMENTS,PPE018 3 Layer fabric cloth masks,IKNS Trading,0,17.5,15000.0,Each,2020-05-28,"R262,500.00",2020-03-07,"R262,500",262500,262500.0,All wcg departments,cloth masks,1.0,17.5,15000.0
179,3652,DEDT,PPE018 3 Layer fabric cloth masks,MAHLAKURI PYTHONS SECURITY,0,21.6,500.0,Each,2020-05-28,"R10,800.00",2020-06-29,"R10,800",10800,10800.0,Dedt,cloth masks,1.0,21.6,500.0
180,3653,DEDT,PPE018 3 Layer fabric cloth masks,MAHLAKURI PYTHONS SECURITY,Face Mask 3 Layer,21.6,500.0,Each,2020-05-28,"R10,800.00",2020-06-29,"R10,800",10800,10800.0,Dedt,cloth masks,1.0,21.6,500.0
181,3655,HOME AFFAIRS,PPE018 3 Layer fabric cloth masks,Shift Consulting,0,50.0,1150.0,Each,2020-05-28,"R57,500.00",2020-02-06,"R57,500",57500,57500.0,Home affairs,cloth masks,1.0,50.0,1150.0
182,3656,KWAZULU NATAL - HEALTH,PPE018 3 Layer fabric cloth masks,Prikell Clothing CC,0,16.0,26.0,Each,2020-05-28,"R800,000.00",2020-07-08,"R800,000",800000,800000.0,Kwazulu natal - health,cloth masks,1.0,16.0,26.0
183,3657,KWAZULU NATAL - HEALTH,PPE018 3 Layer fabric cloth masks,Botlhokwa Events & Projects,0,15.0,50000.0,Each,2020-05-28,"R750,000.00",,"R750,000",750000,750000.0,Kwazulu natal - health,cloth masks,1.0,15.0,50000.0
184,3658,KWAZULU NATAL - HEALTH,PPE018 3 Layer fabric cloth masks,ZAKHANYA FITNESS,0,14.0,50000.0,Each,2020-05-28,"R700,000.00",2020-07-16,"R700,000",700000,700000.0,Kwazulu natal - health,cloth masks,1.0,14.0,50000.0
185,3659,KWAZULU NATAL - HEALTH,PPE018 3 Layer fabric cloth masks,Siba & Turtuse,0,15.0,50000.0,Each,2020-05-28,"R750,000.00",2020-07-28,"R165,630",165630,750000.0,Kwazulu natal - health,cloth masks,1.0,15.0,50000.0
186,3660,MERAFONG LOCAL MUNICIPALITY,PPE018 3 Layer fabric cloth masks,YSF Chicco Trading Enterprise,0,25.0,500.0,Each,2020-05-28,"R12,500.00",2020-10-07,"R12,500",12500,12500.0,Merafong local municipality,cloth masks,1.0,25.0,500.0
187,3661,MPUMALANGA PROVINCIAL TREASURY,PPE018 3 Layer fabric cloth masks,Vlakbult trading Enterprise ,0,22.0,700.0,Each,2020-05-28,"R15,400.00",2020-03-06,"R15,400",15400,15400.0,Mpumalanga - provincial treasury,cloth masks,1.0,22.0,700.0
